id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1345877,1,101,1885,134.89,132.89,0,0,447
1376177,1,101,1993,134.86,155.23,0,0,593
1418622,1,101,2539,133.89,132.89,0,0,121
1412973,1,101,2139,340.5,437.53,0,0,40
1489839,1,101,1248,251.23,251.23,0,0,41
1249670,1,101,1778,184.36,183.36,0,0,283
1170135,1,101,1062,182.42,182.42,0,0,379
1009923,1,101,2707,190.12,190.12,0,0,837
1124148,1,101,1207,323.98,381.27,0,1,1269
1005164,1,101,1230,321.07,386.06,0,1,1026
1153494,1,101,2322,324.04,376.39,0,0,1311
1283708,1,101,2290,309.43,311.43,0,0,364
1049203,1,101,1727,445.23,445.23,0,0,366
1119136,1,101,1109,245.44,283.27,1,0,1255
1247022,1,101,2577,281.33,281.33,0,0,53
1043836,1,101,2640,282.33,282.33,0,0,95
1284394,1,101,1878,281.33,282.33,0,0,55
1208241,1,101,2306,242.5,243.5,0,1,54
1465794,1,101,1216,454.93,454.93,0,0,28
1422644,1,101,2126,485,484.03,0,1,27
1489324,1,101,2826,310.43,309.43,0,0,487
1203771,1,101,1754,283.3,281.3,0,0,337
1185719,1,101,1971,259.96,290.03,1,1,744
1130768,1,101,1247,389.03,447.23,0,0,14
1205449,1,101,1770,338.53,485.03,0,0,14
1021321,1,101,1311,169.81,225.1,0,0,242
1014638,1,101,1803,161.05,186.24,0,0,177
1173889,1,101,1438,242.5,270.63,0,0,53
1093402,1,101,2494,243.5,272.63,0,0,42
1247857,1,101,1847,242.5,271.63,0,0,14
1228596,1,101,1558,588.85,612.13,1,1,324
1352777,1,101,2581,584,611.13,1,1,729
1117183,1,101,1962,583.03,611.13,1,1,364
1142101,1,101,1445,654.75,656.75,0,0,41
1276512,1,101,2760,241.53,241.53,0,0,26
1109378,1,101,1525,248.38,281.33,0,0,136
1445500,1,101,2704,242.5,281.33,0,0,94
1099172,1,101,1543,484.03,485.03,0,0,53
1360860,2,101,1885,133.86,133.89,0,1,554
1001562,2,101,1993,136.83,154.23,0,1,501
1300127,2,101,2539,135.83,135.83,0,0,202
1224299,2,101,2139,340.5,437.53,0,0,14
1187040,2,101,2631,99,253.23,1,1,312
1326005,2,101,1248,98,253.23,1,1,296
1492978,2,101,1778,182.39,182.39,0,0,297
1278454,2,101,1062,183.39,181.39,0,0,270
1477775,2,101,2707,194.06,192.06,0,0,460
1030269,2,101,1207,322.1,380.27,0,1,959
1232428,2,101,1230,321.07,387.06,0,1,729
1241936,2,101,2322,320.13,376.39,0,1,959
1225138,2,101,2290,310.43,311.43,0,0,256
1039930,2,101,1727,445.23,447.23,0,0,339
1201274,2,101,1109,263.84,264.84,0,0,445
1111178,2,101,2640,282.33,282.33,0,0,27
1275179,2,101,1878,281.33,282.33,0,0,82
1057536,2,101,2306,242.5,242.5,0,1,68
1262080,2,101,1216,454.93,455.93,0,0,27
1053753,2,101,2126,486,485.03,0,1,40
1100444,2,101,2826,310.43,309.43,0,0,539
1278595,2,101,1754,289.12,289.12,0,0,242
1470950,2,101,1971,258.99,290.03,1,1,701
1426999,2,101,1902,389.03,446.23,0,0,27
1368649,2,101,1247,388.03,446.23,0,0,15
1422252,2,101,1770,338.53,484.03,0,0,28
1117679,2,101,1311,145.5,225.1,0,0,148
1063257,2,101,1803,186.24,188.24,0,0,162
1185470,2,101,1438,243.5,270.63,0,0,81
1461409,2,101,2494,244.5,270.63,0,0,107
1302401,2,101,1847,242.5,271.63,0,0,13
1378125,2,101,1558,597.52,612.13,1,0,243
1386850,2,101,2581,582.03,610.13,1,1,378
1458597,2,101,1962,594.67,612.13,1,1,339
1294667,2,101,2444,626.62,628.62,0,0,42
1123144,2,101,2760,241.53,242.53,0,0,15
1171327,2,101,1525,244.5,280.33,0,0,95
1408772,2,101,2704,244.5,281.33,0,0,27
1334642,2,101,2492,388.03,387.03,0,0,15
1161182,2,101,1543,485.03,484.03,0,0,68
1258782,2,101,2304,485.03,484.03,0,0,14
1485048,3,101,1885,133.86,134.89,0,1,338
1186089,3,101,1993,135.83,154.23,0,0,663
1034510,3,101,2539,137.8,137.8,0,0,230
1239660,3,101,2139,340.5,437.53,0,0,55
1205522,3,101,2631,97.03,252.23,0,0,150
1250345,3,101,1248,98.03,253.23,0,0,150
1069369,3,101,1778,183.36,184.36,0,0,216
1330304,3,101,1062,184.33,185.33,0,0,285
1123996,3,101,2707,194,194,0,0,649
1269617,3,101,1207,321.13,381.27,1,1,1214
1042461,3,101,1230,321.1,386.06,1,0,824
1332076,3,101,2322,319.13,376.39,1,1,783
1335986,3,101,2290,309.43,310.43,0,0,310
1143332,3,101,1727,445.23,446.23,0,0,296
1388439,3,101,1109,305.58,304.58,0,0,447
1465445,3,101,2577,244.5,281.33,0,0,27
1051374,3,101,2640,243.5,280.33,0,0,94
1201574,3,101,1878,243.5,281.33,0,0,27
1021081,3,101,2306,244.5,244.5,0,0,69
1053718,3,101,1216,455.93,454.93,0,0,27
1312693,3,101,2126,486,487,0,0,13
1057029,3,101,2826,309.43,309.43,0,0,620
1236106,3,101,1754,288.12,289.12,0,0,324
