id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1219520,1,174,1885,135.86,155.26,0,1,2619
1288820,1,174,1993,136.83,154.26,0,1,2794
1452261,1,174,2539,133.86,134.83,0,1,554
1092850,1,174,2139,360.9,435.53,0,0,68
1418898,1,174,2631,251.23,252.23,0,0,67
1020076,1,174,1248,251.23,253.23,0,0,13
1123292,1,174,1778,182.36,183.36,0,0,782
1006373,1,174,1062,185.33,184.33,0,0,852
1260935,1,174,2707,193.09,193.09,0,0,1741
1437348,1,174,1207,323.98,387.06,0,0,431
1404813,1,174,1230,322.07,377.33,0,1,688
1423691,1,174,2322,325.98,384.12,0,1,931
1101770,1,174,2290,299.73,300.73,0,0,824
1487527,1,174,1727,436.5,436.5,0,0,703
1387332,1,174,1109,241.53,270.63,1,0,1566
1388085,1,174,2577,281.33,281.33,0,0,204
1407047,1,174,2640,280.33,281.33,0,0,177
1492954,1,174,1878,282.33,280.33,0,0,134
1444409,1,174,2306,244.5,340.53,0,0,284
1308179,1,174,1216,456.93,456.93,0,1,28
1109425,1,174,2126,486,534.53,0,1,134
1309681,1,174,2826,329.83,329.83,0,0,824
1022576,1,174,1754,263.87,264.87,0,0,432
1407753,1,174,1971,260.99,319.19,1,0,501
1343775,1,174,1902,389.03,446.23,0,0,121
1282786,1,174,1247,387.03,445.23,0,0,109
1294415,1,174,1770,339.53,486.03,0,0,80
1205637,1,174,1198,183.36,184.36,0,0,94
1116520,1,174,1311,173.69,201.79,0,0,175
1313240,1,174,1803,160.05,186.3,0,0,163
1431589,1,174,1438,244.5,272.63,0,0,162
1119822,1,174,2494,242.5,270.63,0,0,94
1153806,1,174,1847,244.5,271.63,0,0,150
1488077,1,174,1558,582.03,610.13,1,1,150
1244571,1,174,2581,583.03,616.01,1,1,393
1113077,1,174,1962,581.09,610.13,1,0,581
1274829,1,174,1445,628.62,628.62,0,0,190
1495839,1,174,2444,628.62,627.62,0,0,81
1079768,1,174,2867,626.62,627.62,0,0,69
1393619,1,174,2760,242.53,241.53,0,0,176
1112157,1,174,1525,246.44,280.33,0,1,647
1338875,1,174,2704,245.44,280.33,0,1,512
1421680,1,174,2492,387.03,388.03,0,0,95
1175280,1,174,1543,486.03,486.03,0,0,107
1376370,1,174,2304,486.03,486.03,0,0,136
1487505,2,174,1885,135.86,153.26,0,1,2377
1120915,2,174,1993,134.86,153.26,0,1,2498
1271358,2,174,2539,134.86,136.83,0,1,568
1073098,2,174,2139,357.02,436.53,0,0,55
1408215,2,174,2631,99,251.23,1,0,68
1468974,2,174,1248,97.03,253.23,1,0,607
1247516,2,174,1778,185.33,185.33,0,0,662
1383853,2,174,1062,185.33,185.33,0,0,730
1258030,2,174,2707,193.03,193.03,0,0,1783
1497994,2,174,1207,322.1,387.06,0,1,405
1277034,2,174,1230,319.16,378.33,0,1,473
1101217,2,174,2322,317.19,384.12,0,1,890
1350765,2,174,2290,311.43,310.43,0,0,717
1452708,2,174,1727,445.23,446.23,0,0,405
1259083,2,174,1109,258.99,259.99,0,0,1472
1231592,2,174,2577,282.33,280.33,0,0,204
1277219,2,174,2640,280.33,282.33,0,0,121
1261520,2,174,1878,281.33,281.33,0,0,136
1279062,2,174,2306,244.5,340.53,0,0,285
1128529,2,174,1216,456.93,454.93,0,0,28
1135194,2,174,2126,486,534.53,0,1,67
1183454,2,174,2826,330.83,328.83,0,0,500
1111650,2,174,1754,292.03,291.03,0,0,379
1039517,2,174,1971,258.99,317.19,1,0,770
1379281,2,174,1902,387.03,445.23,0,0,42
1038584,2,174,1247,387.03,447.23,0,0,27
1341300,2,174,1770,340.53,485.03,0,0,81
1015601,2,174,1311,191.09,192.09,0,0,269
1411810,2,174,1803,140.68,186.3,0,0,215
1217713,2,174,1438,243.5,272.63,0,0,176
1188223,2,174,2494,244.5,271.63,0,0,149
1479386,2,174,1847,244.5,271.63,0,0,94
1434439,2,174,1558,583.03,610.13,1,1,149
1282537,2,174,2581,581.03,615.01,1,1,393
1065855,2,174,1962,583.03,610.13,1,0,675
1300866,2,174,1445,628.62,626.62,0,0,123
1304679,2,174,2444,628.62,626.62,0,0,69
1167419,2,174,2867,627.62,627.62,0,0,95
1415902,2,174,2760,243.53,243.53,0,0,176
1069970,2,174,1525,244.44,281.33,0,1,566
1190044,2,174,2704,242.5,281.33,0,1,420
1139951,2,174,2492,388.03,388.03,0,0,53
1280347,2,174,1543,485.03,486.03,0,0,121
1037153,2,174,2304,485.03,484.03,0,0,41
1471859,3,174,1885,135.86,155.26,0,1,2363
1248680,3,174,1993,135.86,155.26,0,1,2526
1193996,3,174,2539,134.83,135.83,0,1,634
1309013,3,174,2139,331.77,436.53,0,0,53
1008918,3,174,2631,99,251.23,0,0,107
1414228,3,174,1248,78.57,253.23,0,0,391
1419339,3,174,1778,183.33,184.33,0,0,675
1215147,3,174,1062,182.36,183.36,0,0,755
1221569,3,174,2707,195,194,0,0,1607
1339992,3,174,1207,323.07,387.06,1,1,351
1314081,3,174,1230,325.95,379.33,1,1,661
1358075,3,174,2322,323.07,385.12,1,1,782
1004568,3,174,2290,309.43,310.43,0,0,798
1293084,3,174,1727,447.23,445.23,0,0,487
1204891,3,174,1109,310.46,308.46,0,0,661
1238187,3,174,2577,244.5,281.33,0,0,337
1190128,3,174,2640,244.44,280.33,0,0,229
1117298,3,174,1878,242.5,281.33,0,0,96
1349490,3,174,2306,242.5,339.53,0,0,284
1241324,3,174,1216,454.93,454.93,0,0,69
1110205,3,174,2126,487,534.53,0,1,163
1121575,3,174,2826,330.83,330.83,0,0,810
1450152,3,174,1754,290.03,291.03,0,0,350
1181213,3,174,1971,329.83,328.83,0,0,242
1438194,3,174,1902,389.03,445.23,0,0,68
1499792,3,174,1247,387.03,445.23,0,0,68
1461122,3,174,1770,340.53,485.03,0,0,41
1157263,3,174,1311,169.81,192.09,0,0,256
1297812,3,174,1803,197.94,195.94,0,0,177
1177969,3,174,1438,244.5,271.63,0,0,150
1490621,3,174,2494,243.5,271.63,0,0,203
1213090,3,174,1847,244.5,272.63,0,0,150
1381721,3,174,1558,611.13,612.13,0,0,53
1133465,3,174,2581,610.13,611.13,0,0,217
1495019,3,174,1962,611.13,612.13,0,0,256
1251368,3,174,1445,628.56,628.56,0,0,242
1133197,3,174,2444,628.62,626.62,0,0,80
1404167,3,174,2867,627.62,628.62,0,0,67
1371649,3,174,2760,241.53,241.53,0,0,190
1393454,3,174,1525,243.5,282.33,0,1,406
1396897,3,174,2704,244.5,280.33,0,1,337
1080855,3,174,2492,387.03,387.03,0,0,28
1351419,3,174,1543,484.03,484.03,0,0,163
1317104,3,174,2304,484.03,486.03,0,0,122
1132505,4,174,1885,133.86,154.26,0,1,3172
1201735,4,174,1993,133.86,153.26,0,1,3052
1241807,4,174,2539,134.86,135.83,0,1,769
1435904,4,174,2139,341.5,436.53,0,0,40
1012673,4,174,2631,97,252.23,0,0,269
1076964,4,174,1248,98,253.23,0,0,123
1153790,4,174,1778,183.33,183.33,0,0,797
1304079,4,174,1062,182.36,182.36,0,0,825
1207955,4,174,2707,194.03,194.03,0,0,1256
1487572,4,174,1207,323.98,388.06,0,1,216
