id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1447373,1,152,1885,115.46,115.46,0,0,486
1447089,1,152,1993,115.49,114.49,0,0,607
1385242,1,152,2539,116.43,115.43,0,0,285
1149505,1,152,2631,135.8,249.35,0,0,351
1026024,1,152,1248,157.2,248.35,0,0,162
1038910,1,152,1778,172.69,157.17,0,1,123
1444904,1,152,1062,171.75,171.75,0,0,176
1454643,1,152,2707,190.12,221.19,0,0,269
1114567,1,152,1207,317.25,316.25,0,0,53
1054775,1,152,1230,315.28,314.28,0,0,150
1311781,1,152,2322,315.28,316.28,0,0,136
1337200,1,152,2290,298.76,299.76,0,0,755
1105782,1,152,1727,386.09,385.09,0,0,310
1485773,1,152,1109,283.24,285.24,0,0,566
1090528,1,152,2577,242.53,242.53,0,0,271
1318515,1,152,2640,242.53,243.53,0,0,405
1390442,1,152,1878,243.53,241.53,0,0,459
1359338,1,152,2306,270.66,326.95,0,0,109
1067632,1,152,1216,388.03,387.03,0,0,81
1470207,1,152,2126,437.5,437.5,0,0,81
1133723,1,152,2826,281.36,279.36,0,0,405
1339445,1,152,1754,282.33,282.33,0,0,352
1380171,1,152,1971,260.99,289.06,1,0,918
1421878,1,152,1902,485.03,484.03,0,0,67
1153872,1,152,1247,486.03,485.03,0,0,14
1204988,1,152,1770,484.03,485.03,0,0,28
1389003,1,152,1558,582.03,610.13,1,0,108
1483339,1,152,2581,582.03,612.13,1,0,136
1050439,1,152,1962,585.94,612.13,1,0,162
1482428,1,152,1445,658.63,660.63,0,0,136
1393738,1,152,2867,614.98,614.98,0,0,54
1402361,1,152,2760,231.83,232.83,0,0,175
1323080,1,152,1525,242.5,280.33,0,0,96
1031754,1,152,2704,244.5,276.45,0,0,40
1243182,1,152,2492,447.23,445.23,0,0,67
1427697,1,152,1543,503.43,503.43,0,0,26
1050808,1,152,2304,505.43,454.02,0,1,81
1286719,2,152,1885,97.03,114.46,1,1,593
1255101,2,152,1993,96.03,115.49,1,1,1363
1233982,2,152,2539,95.06,117.43,1,0,242
1218313,2,152,2139,454.93,454.93,0,0,13
1460316,2,152,2631,95.06,249.35,1,0,324
1090478,2,152,1248,95.09,248.35,1,0,432
1392753,2,152,1778,175.6,174.6,0,0,108
1465819,2,152,1062,178.51,177.51,0,0,258
1033142,2,152,2707,189.18,222.19,0,0,296
1003899,2,152,1207,302.64,303.64,0,0,123
1064620,2,152,1230,305.58,305.58,0,0,67
1073129,2,152,2322,314.28,314.28,0,0,136
1075083,2,152,2290,310.43,311.43,0,0,607
1333446,2,152,1727,404.55,403.55,0,0,231
1153199,2,152,1109,259.96,283.24,1,0,809
1447650,2,152,2577,242.53,241.53,0,0,135
1361499,2,152,2640,242.53,243.53,0,0,310
1238932,2,152,1878,242.53,243.53,0,0,377
1284691,2,152,2306,242.5,324.95,0,0,257
1211791,2,152,1216,387.03,387.03,0,0,108
1118310,2,152,2126,437.5,438.5,0,0,81
1323754,2,152,2826,281.36,281.36,0,0,459
1027947,2,152,1754,281.33,280.33,0,0,337
1098725,2,152,1971,260.99,291.06,1,0,163
1488995,2,152,1902,485.03,484.03,0,0,68
1185924,2,152,1247,486.03,486.03,0,0,80
1176400,2,152,1770,485.03,485.03,0,0,41
1056248,2,152,1558,581.03,612.13,1,0,54
1275607,2,152,2581,581.03,610.13,1,0,123
1015761,2,152,1962,581.03,612.13,1,0,136
1358651,2,152,1445,659.63,658.63,0,0,14
1375782,2,152,2444,659.63,659.63,0,0,53
1204476,2,152,2867,658.63,660.63,0,0,53
1051422,2,152,2760,231.83,233.83,0,0,177
1290509,2,152,1525,242.5,280.33,0,0,148
1131316,2,152,2704,243.5,276.45,0,0,82
1042547,2,152,2492,445.23,446.23,0,0,28
1000747,2,152,1543,504.43,505.43,0,0,68
1455808,2,152,2304,504.43,452.02,0,1,69
1161882,3,152,1885,98,115.46,0,0,593
1034108,3,152,1993,97.03,114.49,0,0,312
1031430,3,152,2539,97,117.43,0,0,244
1170299,3,152,2631,91.18,249.35,0,0,418
1015699,3,152,1248,97.03,249.35,0,0,242
1054988,3,152,1778,180.45,181.45,0,0,122
1034870,3,152,1062,171.75,169.75,0,0,163
1309774,3,152,2707,194.06,221.19,0,0,377
1065011,3,152,1207,320.1,322.1,0,0,136
1345737,3,152,1230,325.98,325.98,0,0,67
1350296,3,152,2322,321.13,321.13,0,0,107
1480404,3,152,2290,310.43,310.43,0,0,661
