id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1426763,1,74,1885,118.4,118.4,0,0,257
1276501,1,74,1993,118.34,119.34,0,0,161
1054298,1,74,2539,118.34,120.34,0,0,123
1161419,1,74,2139,409.34,411.34,0,0,41
1263815,1,74,2631,97,252.23,0,0,14
1206249,1,74,1248,252.23,251.23,0,0,26
1473613,1,74,1778,170.75,170.75,0,0,94
1330632,1,74,1062,180.42,181.42,0,0,108
1243326,1,74,2707,190.15,222.13,0,0,257
1125828,1,74,1207,321.07,323.07,0,0,148
1374787,1,74,1230,322.07,323.07,0,0,177
1111934,1,74,2322,317.19,319.19,0,0,67
1403153,1,74,2290,311.43,310.43,0,0,215
1256402,1,74,1727,404.55,402.55,0,1,69
1127367,1,74,1109,304.58,304.58,0,0,298
1077547,1,74,2577,243.53,241.53,0,0,40
1083947,1,74,2640,242.53,242.53,0,0,107
1254215,1,74,1878,243.53,243.53,0,0,82
1478038,1,74,2306,293,291,0,0,27
1429421,1,74,2126,438.5,438.5,0,0,13
1211604,1,74,2826,288.12,288.12,0,0,203
1126657,1,74,1754,263.84,265.84,0,0,216
1144763,1,74,1971,259.99,274.51,1,0,405
1060761,1,74,1770,485.03,485.03,0,0,26
1016923,1,74,1558,586.91,610.13,1,0,134
1409882,1,74,2581,583.03,612.1,1,0,135
1325813,1,74,1962,589.82,612.13,1,0,81
1405811,1,74,1445,659.63,658.63,0,0,13
1261858,1,74,2444,658.63,659.63,0,0,54
1033672,1,74,2867,660.63,658.63,0,0,14
1267511,1,74,2760,232.83,232.83,0,0,13
1201087,1,74,2492,445.23,445.23,0,0,54
1440125,1,74,1543,504.43,505.43,0,0,42
1177142,1,74,2304,504.43,503.43,0,0,68
1068800,2,74,1885,101.91,117.4,1,0,325
1241418,2,74,1993,95.09,118.34,1,0,339
1479607,2,74,2539,97.03,118.34,1,0,217
1074293,2,74,2139,455.93,455.93,0,0,13
1460722,2,74,2631,98,253.23,1,0,136
1335240,2,74,1248,96.03,253.23,1,0,107
1373895,2,74,1778,182.39,181.39,0,0,150
1156412,2,74,1062,181.45,181.45,0,0,242
1421731,2,74,2707,192.12,222.13,0,0,217
1025383,2,74,1207,318.16,318.16,0,0,176
1010913,2,74,1230,316.25,315.25,0,0,215
1441889,2,74,2322,321.13,321.13,0,0,202
1195257,2,74,2290,309.43,310.43,0,0,702
1119084,2,74,1727,404.55,403.55,0,1,242
1437125,2,74,1109,264.81,306.58,1,0,271
1436905,2,74,2577,243.53,242.53,0,0,54
1053822,2,74,2640,242.53,241.53,0,0,161
1043339,2,74,1878,242.53,242.53,0,0,148
1074402,2,74,2306,242.5,293,0,0,122
1322905,2,74,1216,390.91,392.91,0,0,94
1153497,2,74,2126,437.5,436.5,0,0,109
1311371,2,74,2826,287.12,289.12,0,0,204
1228286,2,74,1754,282.33,281.33,0,0,419
1401445,2,74,1971,265.84,274.51,1,0,80
1452661,2,74,1902,486.03,484.03,0,0,42
1112028,2,74,1770,485.03,484.03,0,0,67
1407514,2,74,1558,581.03,611.13,1,0,203
1357314,2,74,2581,583.03,613.1,1,0,95
1333835,2,74,1962,589.76,610.13,1,0,231
1380663,2,74,1445,659.63,660.63,0,0,41
1253132,2,74,2444,658.63,659.63,0,0,15
1046157,2,74,2760,233.83,232.83,0,0,67
1041311,2,74,2492,446.23,445.23,0,0,69
1332139,2,74,1543,504.43,505.43,0,0,15
1135743,2,74,2304,504.43,505.43,0,0,28
1101624,3,74,1885,96.03,118.4,0,0,595
1493706,3,74,1993,96.06,118.34,0,0,566
1217376,3,74,2539,99,120.34,0,0,40
1213786,3,74,2139,456.93,455.93,0,0,53
1066092,3,74,2631,97,252.23,0,0,80
1107771,3,74,1248,94.15,252.23,0,0,27
1274733,3,74,1778,183.39,183.39,0,0,135
1007769,3,74,1062,180.48,178.48,0,0,256
1192201,3,74,2707,191.09,224.13,0,0,243
1113182,3,74,1207,324.98,325.98,0,0,67
1245878,3,74,1230,324.98,324.98,0,0,136
1117802,3,74,2322,311.37,311.37,0,0,135
1034134,3,74,2290,310.43,310.43,0,0,352
1309350,3,74,1727,402.55,402.55,0,0,134
1258459,3,74,1109,320.13,321.13,0,0,270
1185852,3,74,2577,243.53,241.53,0,0,27
1468978,3,74,2640,243.53,241.53,0,0,123
1430144,3,74,1878,242.53,243.53,0,0,82
1288141,3,74,2306,243.5,291,0,0,42
1293833,3,74,1216,387.03,389.03,0,0,28
1248288,3,74,2826,287.12,287.12,0,0,229
1027915,3,74,1754,282.33,282.33,0,0,175
1280125,3,74,1971,274.51,275.51,0,0,81
1050468,3,74,1902,484.03,486.03,0,0,15
1194074,3,74,1770,486.03,485.03,0,0,54
1353800,3,74,1558,612.1,612.1,0,0,121
1416509,3,74,2581,613.1,613.1,0,0,161
1358941,3,74,1962,615.04,613.04,0,0,136
1130865,3,74,1445,658.63,660.63,0,0,15
1243780,3,74,2444,659.63,660.63,0,0,15
1121225,3,74,2867,659.63,659.63,0,0,14
1158813,3,74,2760,233.83,233.83,0,0,67
1376102,3,74,2492,446.23,447.23,0,0,15
1149722,3,74,1543,503.43,505.43,0,0,41
1249477,4,74,1885,122.28,116.4,0,1,406
1410492,4,74,1993,120.31,120.34,0,1,621
1439351,4,74,2539,118.34,120.34,0,0,136
1373484,4,74,2139,456.93,455.93,0,0,27
1065748,4,74,2631,98.03,253.23,0,0,188
1377994,4,74,1248,98,251.23,0,0,136
1014118,4,74,1778,181.42,180.42,0,0,82
1080522,4,74,1062,180.45,179.45,0,0,284
1087906,4,74,2707,191.12,222.13,0,0,270
1223247,4,74,1207,325.01,323.01,0,0,107
1397574,4,74,1230,324.98,324.98,0,0,136
1439198,4,74,2322,324.98,324.98,0,0,175
1446838,4,74,2290,309.43,310.43,0,0,364
1115726,4,74,1727,404.55,402.55,0,0,298
1173580,4,74,1109,321.13,321.13,0,0,163
1028294,4,74,2577,241.53,243.53,0,0,54
1315261,4,74,2640,243.53,243.53,0,0,108
1065263,4,74,1878,243.53,241.53,0,0,189
1101413,4,74,2306,319.13,319.13,0,0,67
1332256,4,74,1216,417.13,417.13,0,0,28
1374628,4,74,2126,436.5,436.5,0,0,54
1176705,4,74,2826,287.12,289.12,0,0,270
1168072,4,74,1754,280.33,281.33,0,0,283
1451281,4,74,1971,274.51,274.51,0,0,148
1080494,4,74,1902,485.03,485.03,0,0,41
1090419,4,74,1770,484.03,484.03,0,0,68
1248350,4,74,1558,615.04,614.04,0,0,53
1067818,4,74,2581,610.13,611.13,0,0,67
1165500,4,74,1962,612.13,610.13,0,0,107
1085928,4,74,1445,660.63,658.63,0,0,40
1331547,4,74,2444,660.63,660.63,0,0,28
1392921,4,74,2867,659.63,659.63,0,0,15
1326078,4,74,2760,232.83,231.83,0,0,55
1438776,4,74,2492,447.23,445.23,0,0,55
1048738,4,74,1543,505.43,505.43,0,0,13
1261257,4,74,2304,505.43,504.43,0,0,13
1221878,5,74,1885,119.34,116.4,0,1,393
1416767,5,74,1993,118.34,118.34,0,1,486
1442406,5,74,2539,120.31,121.31,0,0,80
1157118,5,74,2139,456.93,455.93,0,0,41
1066097,5,74,2631,98,251.23,0,0,204
1020556,5,74,1248,97,253.23,0,0,67
1080921,5,74,1778,179.48,180.48,0,0,67
1354244,5,74,1062,173.63,174.63,0,0,269
1188826,5,74,2707,214.4,214.4,0,0,122
1348669,5,74,1207,320.16,318.16,0,0,163
1225214,5,74,1230,312.4,311.4,0,0,162
1090508,5,74,2322,313.31,314.31,0,0,82
1129602,5,74,2290,164.9,309.43,1,0,2349
1354574,5,74,1727,250.26,403.55,1,0,474
1400585,5,74,1109,258.99,320.13,0,0,204
1328102,5,74,2577,242.53,242.53,0,0,67
1290259,5,74,2640,242.53,242.53,0,0,135
1328826,5,74,1878,242.53,241.53,0,0,177
1461448,5,74,1216,418.13,416.13,0,0,15
1307245,5,74,2126,460.78,459.78,0,0,67
1270444,5,74,2826,287.12,287.12,0,0,312
1050704,5,74,1754,267.78,265.78,0,0,257
1115947,5,74,1971,274.51,276.51,0,0,123
1095258,5,74,1902,486.03,485.03,0,0,14
1402434,5,74,1770,485.03,486.03,0,0,26
1265753,5,74,1558,618.86,620.86,0,0,123
1048861,5,74,2581,617.89,617.89,0,0,122
1443360,5,74,1962,617.92,616.92,0,0,121
1247482,5,74,1445,520.89,659.63,1,0,82
1246780,5,74,2444,486.03,660.63,1,0,40
1279189,5,74,2867,485.03,658.63,1,0,67
1052426,5,74,2760,232.83,232.83,0,0,27
1387298,5,74,2492,447.23,447.23,0,0,53
1226345,5,74,1543,505.43,504.43,0,0,26
1131516,5,74,2304,504.43,505.43,0,0,28
1261667,6,74,1885,121.31,117.4,0,1,270
1198646,6,74,1993,121.31,118.34,0,1,377
1097806,6,74,2539,122.28,122.28,0,0,121
1288494,6,74,2139,456.93,454.93,0,0,27
1132366,6,74,2631,261.93,262.93,0,0,26
1193038,6,74,1248,257.08,256.08,0,0,68
1189529,6,74,1778,150.41,179.48,0,0,96
1089862,6,74,1062,161.08,160.08,0,0,285
1208548,6,74,2707,225.07,226.07,0,0,243
1041340,6,74,1207,318.16,318.16,0,0,134
1049795,6,74,1230,321.07,322.07,0,0,148
1289532,6,74,2322,323.01,323.01,0,0,108
1360567,6,74,2290,167.87,311.43,0,1,1796
1426325,6,74,1727,245.41,402.55,1,0,501
1203429,6,74,1109,248.32,321.13,0,0,244
1193496,6,74,2577,242.53,241.53,0,0,28
1137349,6,74,2640,243.53,242.53,0,0,94
1242845,6,74,1878,242.53,243.53,0,0,96
1298365,6,74,2306,243.5,319.13,0,0,81
1428503,6,74,1216,416.13,417.13,0,0,54
1223583,6,74,2126,438.5,438.5,0,0,26
1428328,6,74,2826,288.12,289.12,0,0,230
1184590,6,74,1754,263.9,262.9,0,0,203
1040337,6,74,1971,274.51,276.51,0,0,122
1315693,6,74,1902,485.03,485.03,0,0,40
1401093,6,74,1770,486.03,485.03,0,0,27
1072082,6,74,1558,619.83,620.83,0,0,54
1308213,6,74,2581,621.83,619.83,0,0,67
1109000,6,74,1962,619.83,620.83,0,0,148
1030598,6,74,1445,596.58,595.58,0,0,53
1144207,6,74,2444,484.03,658.63,0,0,69
1035308,6,74,2867,486.03,658.63,0,0,68
1354308,6,74,2760,233.83,231.83,0,0,28
1243064,6,74,2492,447.23,446.23,0,0,42
1092593,6,74,1543,437.5,503.43,1,0,55
1206874,6,74,2304,453.99,503.43,1,0,55
1105693,7,74,1885,123.25,121.25,0,0,284
1040671,7,74,1993,119.31,119.34,0,1,350
1462308,7,74,2539,118.37,118.37,0,0,150
1041068,7,74,2631,260.93,262.93,0,0,68
1086999,7,74,1778,157.2,180.48,0,0,94
1481466,7,74,1062,153.26,155.26,0,0,634
1282403,7,74,2707,221.19,221.19,0,0,202
1334747,7,74,2322,323.01,323.01,0,0,94
1424969,7,74,2290,171.69,309.43,1,1,2295
1301033,7,74,1727,402.55,402.55,0,0,123
1493611,7,74,1109,305.61,305.61,0,0,271
1364797,7,74,2577,243.53,242.53,0,0,80
1492088,7,74,2640,241.53,242.53,0,0,188
1156475,7,74,1878,243.53,242.53,0,0,136
1048088,7,74,2306,244.5,320.13,0,0,95
1082427,7,74,1216,380.3,380.3,0,0,27
1112552,7,74,2126,437.5,438.5,0,0,27
1299117,7,74,2826,288.12,287.12,0,0,338
1444550,7,74,1754,270.69,270.69,0,0,337
1362084,7,74,1971,274.51,274.51,0,0,42
1152910,7,74,1902,484.03,484.03,0,0,27
1288649,7,74,1247,486.03,485.03,0,0,13
1219094,7,74,1770,486.03,486.03,0,0,54
1278998,7,74,1558,620.83,619.83,0,0,135
1117438,7,74,2581,621.83,620.83,0,0,136
