id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1027820,1,86,1885,136.83,122.25,0,1,918
1248822,1,86,1993,135.83,120.28,0,1,1257
1004976,1,86,2539,134.83,134.83,0,0,162
1341585,1,86,2139,340.5,437.53,0,0,69
1170608,1,86,2631,252.23,253.23,0,0,41
1494735,1,86,1248,252.23,251.23,0,0,41
1039786,1,86,1778,183.36,183.36,0,0,311
1348578,1,86,1062,184.33,183.33,0,0,541
1323685,1,86,2707,196,196,0,0,392
1211844,1,86,1207,323.04,390,0,0,338
1464437,1,86,1230,318.16,389,0,0,431
1407784,1,86,2322,325.98,389,0,0,474
1335532,1,86,2290,300.7,300.7,0,0,1000
1296162,1,86,1727,445.23,445.23,0,0,460
1211479,1,86,1109,238.65,291.97,1,0,635
1063346,1,86,2577,281.33,281.33,0,0,41
1409481,1,86,2640,281.33,281.33,0,0,55
1311556,1,86,2306,262.9,340.53,0,1,68
1480672,1,86,1216,454.93,456.93,0,0,15
1398686,1,86,2126,485,485,0,0,41
1151203,1,86,2826,317.19,317.19,0,0,310
1091421,1,86,1754,287.12,289.12,0,0,1768
1020306,1,86,1971,261.96,289.09,1,0,1579
1274380,1,86,1247,387.03,445.23,0,0,13
1422143,1,86,1770,338.53,484.03,0,0,42
1038809,1,86,1438,243.5,272.63,0,0,40
1464874,1,86,2494,244.5,270.63,0,0,94
1139338,1,86,1847,243.5,271.63,0,0,69
1158758,1,86,1558,583.03,618.86,1,1,540
1220011,1,86,2581,582,614.98,1,0,648
1037476,1,86,1962,583.94,620.86,1,1,648
1351866,1,86,2444,580.09,579.09,0,0,41
1229228,1,86,1525,242.5,281.33,0,1,215
1161878,1,86,2704,248.38,280.33,0,1,135
1324395,1,86,2492,387.03,387.03,0,0,13
1226355,1,86,1543,485.03,484.03,0,0,150
1261228,1,86,2304,486.03,484.03,0,0,175
1454779,2,86,1885,135.83,123.25,0,1,1053
1144430,2,86,1993,134.83,120.28,0,1,1014
1405167,2,86,2539,130.95,130.95,0,0,148
1174832,2,86,2139,340.5,436.53,0,0,96
1122516,2,86,2631,96.03,253.23,1,0,703
1409951,2,86,1248,96.03,251.23,1,0,404
1010903,2,86,1778,183.33,185.33,0,0,310
