id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1497581,1,76,1885,134.89,132.89,0,0,446
1418763,1,76,1993,135.83,134.83,0,0,204
1206980,1,76,2539,136.83,134.83,0,0,216
1172203,1,76,2139,325.92,437.53,0,0,67
1374669,1,76,2631,253.23,253.23,0,0,68
1198201,1,76,1778,184.33,184.33,0,0,271
1160482,1,76,1062,184.36,183.36,0,0,352
1460036,1,76,2707,189.15,191.15,0,0,541
1145524,1,76,1207,323.04,389,0,0,339
1236906,1,76,1230,320.13,379.3,0,0,203
1359127,1,76,2322,324.04,390,0,0,323
1011444,1,76,2290,269.72,310.43,0,0,500
1440380,1,76,1727,445.23,446.23,0,0,271
1217793,1,76,1109,238.68,301.73,1,0,621
1316739,1,76,2577,282.33,280.33,0,0,54
1323543,1,76,2640,280.33,282.33,0,0,149
1002571,1,76,1878,280.33,281.33,0,0,55
1494777,1,76,2306,242.5,338.53,0,0,54
1142776,1,76,2126,485,485,0,0,123
1177972,1,76,2826,299.73,300.73,0,0,270
1281423,1,76,1754,246.44,276.45,0,0,269
1455873,1,76,1971,260.99,292.03,1,1,350
1318191,1,76,1902,389.03,447.23,0,0,15
1348841,1,76,1311,160.05,191.09,0,0,162
1051313,1,76,1803,168.78,191.09,0,0,230
1414492,1,76,1438,243.5,271.63,0,0,41
1011851,1,76,2494,244.5,271.63,0,0,40
1112251,1,76,1847,244.5,271.63,0,0,27
1076762,1,76,1558,583.03,611.13,1,0,150
1283588,1,76,2581,601.46,610.13,1,0,215
1228631,1,76,1962,583.03,630.53,1,0,472
1315834,1,76,2444,627.62,626.62,0,0,40
1430513,1,76,2760,243.53,243.53,0,0,68
1401442,1,76,1525,247.41,281.33,0,0,364
1287213,1,76,2704,244.5,280.33,0,0,95
1329115,1,76,2492,388.03,389.03,0,0,94
1223380,1,76,1543,484.03,486.03,0,0,69
1438060,1,76,2304,485.03,486.03,0,0,13
1219480,2,76,1885,135.83,135.83,0,0,283
1294623,2,76,1993,135.83,135.83,0,0,582
1073877,2,76,2539,134.83,136.83,0,0,13
1238799,2,76,2139,332.71,437.53,0,0,69
1056401,2,76,2631,97.03,252.23,1,0,296
1450556,2,76,1778,182.36,183.36,0,0,244
1440412,2,76,1062,183.36,184.36,0,0,364
1016283,2,76,2707,195.03,195.03,0,0,447
1120210,2,76,1207,323.98,388,0,0,283
1043747,2,76,1230,344.41,342.41,0,0,134
1286660,2,76,2322,330.8,389,0,1,324
1288534,2,76,2290,309.43,309.43,0,0,271
1443112,2,76,1727,447.23,446.23,0,0,177
1362981,2,76,1109,260.93,301.73,0,0,609
1440561,2,76,2577,282.33,280.33,0,0,94
1130526,2,76,2640,280.33,282.33,0,0,107
1424231,2,76,1878,281.33,281.33,0,0,41
1160691,2,76,2306,243.5,338.53,0,0,53
1029772,2,76,1216,455.93,455.93,0,0,15
1003236,2,76,2126,486,487,0,0,28
1130389,2,76,2826,299.73,299.73,0,0,377
1315340,2,76,1754,287.12,287.12,0,0,337
1203364,2,76,1971,260.99,292.03,1,1,283
1358715,2,76,1902,388.03,445.23,0,0,40
1364520,2,76,1198,175.63,212.43,0,0,149
1160090,2,76,1311,174.63,174.63,0,0,473
1255830,2,76,1803,161.05,192.09,0,0,244
1181050,2,76,1438,243.5,270.63,0,0,42
1310102,2,76,2494,244.5,271.63,0,0,109
1060811,2,76,1847,244.5,270.63,0,0,13
1117779,2,76,1558,593.67,611.13,1,0,177
1151595,2,76,2581,583.03,610.13,1,0,284
1050641,2,76,1962,588.82,631.53,1,1,285
1359634,2,76,2444,626.62,627.62,0,0,26
1459228,2,76,2760,242.53,241.53,0,0,55
1295043,2,76,1525,243.5,281.33,0,0,231
1107550,2,76,2704,242.5,281.33,0,1,190
1302161,2,76,2492,389.03,389.03,0,0,150
1183199,2,76,1543,485.03,484.03,0,0,42
1394217,3,76,1885,135.83,136.83,0,0,446
1076572,3,76,1993,135.86,133.86,0,0,472
1250189,3,76,2539,136.83,136.83,0,0,67
1361937,3,76,2139,340.5,340.5,0,0,40
1102232,3,76,2631,99,252.23,0,0,108
1300216,3,76,1778,184.33,183.33,0,0,269
1327323,3,76,1062,183.36,183.36,0,0,366
1146520,3,76,2707,194,194,0,0,703
1281474,3,76,1207,317.22,389,1,0,121
1249370,3,76,1230,325.98,343.41,1,0,270
1145130,3,76,2322,353.11,389,1,0,136
1287040,3,76,2290,311.43,310.43,0,0,351
1434832,3,76,1727,445.23,447.23,0,0,366
1283941,3,76,1109,310.43,309.43,0,0,377
1427033,3,76,2577,243.5,281.33,0,0,53
1184791,3,76,2640,242.5,282.33,0,0,108
1478339,3,76,1878,244.5,282.33,0,0,54
1187167,3,76,2306,244.5,338.53,0,0,28
1155275,3,76,2126,487,487,0,0,67
1068876,3,76,2826,299.73,301.73,0,0,378
1084763,3,76,1754,289.12,287.12,0,0,177
1131605,3,76,1971,255.17,290.03,0,0,176
1426592,3,76,1198,136.77,213.43,0,0,96
1231800,3,76,1311,172.69,173.69,0,0,176
1033554,3,76,1803,185.3,186.3,0,0,258
1324392,3,76,1438,244.5,270.63,0,0,68
1197431,3,76,2494,243.5,272.63,0,0,96
1092680,3,76,1847,242.5,271.63,0,0,27
1401888,3,76,1558,611.13,612.13,0,0,94
1381253,3,76,2581,610.13,611.13,0,0,203
1263876,3,76,1962,611.13,610.13,0,0,190
1026216,3,76,1525,242.5,281.33,0,0,229
1198510,3,76,2704,243.5,282.33,0,0,217
1385694,3,76,2492,388.03,387.03,0,0,42
1177145,3,76,1543,485.03,485.03,0,0,28
1155397,3,76,2304,486.03,484.03,0,0,41
1125528,4,76,1885,136.83,136.83,0,0,377
1110888,4,76,1993,135.83,134.83,0,0,595
1312362,4,76,2539,135.83,134.83,0,0,95
1289275,4,76,2139,340.5,339.5,0,0,26
1247911,4,76,2631,96.03,251.23,0,0,176
1444257,4,76,1778,183.33,184.33,0,0,366
1111262,4,76,1062,181.42,182.42,0,0,284
1180549,4,76,2707,195,196,0,0,499
1414389,4,76,1207,324.98,389,0,0,82
1245582,4,76,1230,325.98,324.98,0,0,242
1470745,4,76,2322,340.53,388,0,0,283
1055347,4,76,2290,310.43,310.43,0,0,447
1281131,4,76,1727,447.23,445.23,0,0,163
1417450,4,76,1109,310.43,309.43,0,0,392
1244833,4,76,2577,244.5,280.33,0,0,148
1236318,4,76,2640,243.5,281.33,0,0,148
1172625,4,76,1878,244.5,282.33,0,0,69
1320531,4,76,2126,484.03,485.03,0,0,54
1435803,4,76,2826,300.73,301.73,0,0,378
1119694,4,76,1754,287.12,289.12,0,0,258
1344168,4,76,1971,212.49,290.03,0,1,392
1284328,4,76,1902,387.03,445.23,0,0,69
1321055,4,76,1311,197.88,197.88,0,0,285
1097499,4,76,1803,162.05,184.3,0,0,377
1368786,4,76,1438,243.5,272.63,0,0,96
1118284,4,76,2494,244.5,271.63,0,0,121
1372218,4,76,1847,242.5,270.63,0,0,27
1460555,4,76,1558,612.13,612.13,0,0,135
1239439,4,76,2581,610.13,612.13,0,0,204
1238498,4,76,1962,608.25,608.25,0,0,229
1242491,4,76,2444,627.62,628.62,0,0,14
1310258,4,76,2760,241.53,243.53,0,0,108
1033365,4,76,1525,244.5,281.33,0,0,243
1407370,4,76,2704,244.5,280.33,0,1,256
1048279,4,76,2492,387.03,388.03,0,0,95
1120871,4,76,1543,486.03,484.03,0,0,53
1016656,4,76,2304,486.03,484.03,0,0,26
1091450,5,76,1885,147.5,135.83,0,1,595
1022173,5,76,1993,145.53,145.53,0,0,716
1257898,5,76,2139,436.53,436.53,0,0,14
1468764,5,76,2631,99,253.23,0,0,68
1372652,5,76,1778,182.36,183.36,0,0,285
1435081,5,76,1062,183.39,181.39,0,0,365
1100930,5,76,2707,195.03,194.03,0,0,582
1426923,5,76,1207,389,389,0,0,203
1429188,5,76,1230,383.21,381.21,0,0,149
1022269,5,76,2322,388,390,0,0,175
1007873,5,76,2290,163.02,309.43,1,1,4832
1276234,5,76,1727,249.32,447.23,0,1,1972
1397145,5,76,1109,178.54,310.43,0,0,378
1019494,5,76,2577,243.53,281.33,0,0,95
1252323,5,76,2640,241.53,281.33,0,0,95
1333773,5,76,1878,242.53,280.33,0,0,94
1092481,5,76,2306,339.53,339.53,0,0,14
1049009,5,76,2126,486.03,485.03,0,1,95
1088863,5,76,2826,299.73,299.73,0,0,352
1341001,5,76,1754,236.74,289.12,0,0,148
1473845,5,76,1971,291.03,291.03,0,0,54
1402667,5,76,1902,446.23,445.23,0,0,27
1429082,5,76,1198,179.51,213.43,0,0,242
1278483,5,76,1311,193.09,193.09,0,0,270
