id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1212128,1,52,1885,134.89,132.89,0,0,877
1025678,1,52,1993,132.89,134.89,0,0,690
1411268,1,52,2539,135.86,134.86,0,0,500
1447861,1,52,2139,340.5,437.53,0,0,121
1057386,1,52,2631,252.23,251.23,0,0,80
1393327,1,52,1248,247.35,247.35,0,0,81
1257414,1,52,1778,180.45,180.45,0,0,634
1483927,1,52,1062,184.33,184.33,0,0,485
1283555,1,52,2707,191.15,190.15,0,0,1283
1053097,1,52,1207,322.07,384.18,0,0,162
1438933,1,52,1230,313.31,376.39,0,0,258
1062683,1,52,2322,323.04,374.45,0,0,256
1351805,1,52,2290,281.33,282.33,0,0,715
1386206,1,52,1727,414.22,413.22,0,0,379
1134661,1,52,1109,249.29,281.36,1,0,2902
1492861,1,52,2577,282.33,281.33,0,0,392
1374217,1,52,2640,282.33,281.33,0,0,285
1000432,1,52,1878,280.33,282.33,0,0,121
1027204,1,52,2306,242.5,339.53,0,1,553
1053195,1,52,1216,455.93,455.93,0,1,54
1234809,1,52,2126,486,533.53,0,1,54
1402563,1,52,2826,311.43,310.43,0,0,701
1109500,1,52,1754,274.57,272.57,0,0,662
1283719,1,52,1971,260.99,322.04,1,0,296
1199336,1,52,1902,399.67,447.23,0,0,69
1182329,1,52,1247,389.03,446.23,0,0,94
1069767,1,52,1770,339.53,485.03,0,0,82
1196240,1,52,1198,129.04,195,0,0,69
1435209,1,52,1311,167.87,167.87,0,0,1067
1065930,1,52,1803,164.93,165.93,0,0,1012
1227989,1,52,1438,244.5,270.63,0,0,148
1138731,1,52,2494,242.5,272.63,0,0,123
1049758,1,52,1847,244.5,270.63,0,0,82
1078502,1,52,1558,583.03,610.13,1,0,216
1344728,1,52,2581,583.03,611.13,1,1,446
1101172,1,52,1962,583.94,612.13,1,1,636
1442300,1,52,1445,628.62,628.62,0,0,150
1057552,1,52,2444,637.29,639.29,0,0,109
1159377,1,52,2867,627.62,627.62,0,0,81
1320379,1,52,2760,243.53,243.53,0,0,176
1349745,1,52,1525,245.44,280.33,0,0,688
1221716,1,52,2704,244.5,282.33,0,0,270
1337897,1,52,2492,387.03,388.03,0,0,69
1474343,1,52,1543,486.03,484.03,0,0,190
1301046,1,52,2304,486.03,485.03,0,0,135
1274455,2,52,1885,134.86,135.86,0,0,878
1341843,2,52,1993,135.86,135.86,0,0,865
1108055,2,52,2539,133.92,133.92,0,0,405
1193426,2,52,2139,334.71,435.53,0,0,67
1390598,2,52,2631,102.85,252.23,1,1,1095
1268640,2,52,1248,98.03,249.35,1,1,1121
1479089,2,52,1778,184.36,183.36,0,0,433
1323322,2,52,1062,183.33,183.33,0,0,662
1049071,2,52,2707,193.06,192.06,0,0,1796
1394764,2,52,1207,322.1,382.18,0,0,285
1461888,2,52,1230,322.07,375.39,0,0,162
1394825,2,52,2322,319.19,375.45,0,0,203
1005495,2,52,2290,309.43,309.43,0,0,676
1378623,2,52,1727,447.23,447.23,0,0,487
1431439,2,52,1109,253.2,254.2,0,0,944
1154787,2,52,2577,282.33,280.33,0,0,285
1349941,2,52,2640,281.33,280.33,0,0,312
1291584,2,52,1878,282.33,281.33,0,0,82
1190234,2,52,2306,242.5,340.53,0,1,541
1210319,2,52,1216,456.93,456.93,0,0,123
1002175,2,52,2126,485,533.53,0,1,134
1122645,2,52,2826,311.43,309.43,0,0,782
1048962,2,52,1754,292.03,292.03,0,0,716
1114743,2,52,1971,259.99,324.04,1,0,728
1065374,2,52,1902,387.03,447.23,0,0,148
1437725,2,52,1247,388.03,447.23,0,0,42
1115373,2,52,1770,340.53,486.03,0,0,94
1106561,2,52,1198,211.52,211.52,0,0,391
1257343,2,52,1311,161.99,161.99,0,0,877
1228187,2,52,1803,163.99,163.99,0,0,958
